Index_x,CardNo,Sex,Major,AccessCardNo,Index_y,Date,Address,Access,Describe
1079,181079,男,18电气自动化,20619690,1362201,2019-04-20 10:43:00,第六教学楼[出门],1,允许通过
1079,181079,男,18电气自动化,20619690,1362204,2019-04-20 10:49:00,第六教学楼[进门],1,允许通过
1079,181079,男,18电气自动化,20619690,1363621,2019-04-20 17:58:00,第六教学楼[进门],1,允许通过
1079,181079,男,18电气自动化,20619690,1364043,2019-04-21 07:34:00,第六教学楼[出门],1,允许通过
1079,181079,男,18电气自动化,20619690,1364254,2019-04-21 11:46:00,第六教学楼[进门],1,允许通过
1079,181079,男,18电气自动化,20619690,1364848,2019-04-22 06:47:00,第六教学楼[出门],1,允许通过
1079,181079,男,18电气自动化,20619690,1367384,2019-04-23 06:47:00,第六教学楼[出门],1,允许通过
1079,181079,男,18电气自动化,20619690,1367468,2019-04-23 20:24:00,第六教学楼[出门],1,允许通过
1079,181079,男,18电气自动化,20619690,1371258,2019-04-27 08:36:00,第六教学楼[出门],1,允许通过
1079,181079,男,18电气自动化,20619690,1371350,2019-04-27 10:54:00,第六教学楼[出门],1,允许通过
1079,181079,男,18电气自动化,20619690,1371351,2019-04-27 10:55:00,第六教学楼[出门],1,允许通过
1079,181079,男,18电气自动化,20619690,1371356,2019-04-27 11:03:00,第六教学楼[进门],1,允许通过
1079,181079,男,18电气自动化,20619690,1371479,2019-04-27 18:18:00,第六教学楼[出门],1,允许通过
1079,181079,男,18电气自动化,20619690,1371480,2019-04-27 18:18:00,第六教学楼[进门],1,允许通过
1079,181079,男,18电气自动化,20619690,1371493,2019-04-27 18:26:00,第六教学楼[进门],1,允许通过
1079,181079,男,18电气自动化,20619690,1371798,2019-04-28 08:14:00,第六教学楼[出门],1,允许通过
1079,181079,男,18电气自动化,20619690,1371800,2019-04-28 08:18:00,第六教学楼[进门],1,允许通过
1079,181079,男,18电气自动化,20619690,1371813,2019-04-28 08:41:00,第六教学楼[出门],1,允许通过
1079,181079,男,18电气自动化,20619690,1371911,2019-04-28 11:09:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1332333,2019-04-05 08:24:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1332673,2019-04-05 14:05:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1332692,2019-04-05 14:50:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1333112,2019-04-06 07:20:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1333128,2019-04-06 07:47:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1333557,2019-04-07 07:45:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1333558,2019-04-07 07:55:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1333814,2019-04-07 13:23:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1334224,2019-04-03 06:50:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1341540,2019-04-02 20:58:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1342090,2019-04-29 12:59:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1342349,2019-04-29 18:40:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1342416,2019-04-29 19:30:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1342710,2019-04-30 08:13:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1342950,2019-04-30 12:19:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1343149,2019-04-30 16:20:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1347404,2019-04-08 21:13:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1347599,2019-04-09 06:45:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1347622,2019-04-09 08:10:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1347689,2019-04-09 09:42:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1349858,2019-04-10 21:27:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1350977,2019-04-11 20:50:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1351070,2019-04-11 21:59:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1352029,2019-04-12 14:42:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1352175,2019-04-12 21:53:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1352314,2019-04-13 06:35:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1352670,2019-04-13 18:31:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1352831,2019-04-13 20:59:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1353011,2019-04-14 06:52:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1353071,2019-04-14 08:13:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1353380,2019-04-14 18:12:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1353821,2019-04-15 06:51:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1356961,2019-04-15 09:38:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1357233,2019-04-15 20:27:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1361128,2019-04-19 10:27:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1362039,2019-04-19 21:53:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1363671,2019-04-20 18:31:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1363772,2019-04-20 19:54:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1363888,2019-04-20 21:57:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1364031,2019-04-21 06:49:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1364097,2019-04-21 08:56:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1367235,2019-04-22 21:57:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1367568,2019-04-23 22:11:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1369892,2019-04-25 21:12:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1371096,2019-04-26 22:16:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1371099,2019-04-26 22:20:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1371267,2019-04-27 08:45:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1371684,2019-04-27 22:11:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1371796,2019-04-28 08:11:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1371961,2019-04-28 13:31:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1372132,2019-04-28 18:00:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1372155,2019-04-28 18:17:00,第六教学楼[进门],1,允许通过
1080,181080,男,18电气自动化,19705594,1372210,2019-04-28 19:05:00,第六教学楼[出门],1,允许通过
1080,181080,男,18电气自动化,19705594,1372336,2019-04-28 21:29:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1332087,2019-04-01 00:00:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1332126,2019-04-01 21:39:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1332448,2019-04-05 10:47:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1332683,2019-04-05 14:24:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1332695,2019-04-05 14:56:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1331926,2019-04-05 15:00:00,第五教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1332787,2019-04-05 17:42:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1332800,2019-04-05 17:55:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1332829,2019-04-05 18:12:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1332912,2019-04-05 19:24:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1333347,2019-04-06 17:36:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1333676,2019-04-07 00:00:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1333696,2019-04-07 11:36:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1334112,2019-04-07 22:18:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1334121,2019-04-07 22:27:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1338976,2019-04-03 22:43:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1340187,2019-04-04 15:22:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1340491,2019-04-04 22:25:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1340635,2019-04-02 15:23:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1341528,2019-04-02 20:46:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1341984,2019-04-29 11:49:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1342319,2019-04-29 18:26:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1342327,2019-04-29 18:32:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1342719,2019-04-30 08:19:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1343564,2019-04-30 22:27:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1347470,2019-04-08 00:00:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1350939,2019-04-11 20:15:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1350950,2019-04-11 20:25:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1350970,2019-04-11 20:47:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1352056,2019-04-12 15:36:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1352377,2019-04-13 00:00:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1352780,2019-04-13 20:03:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1352910,2019-04-13 22:31:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1353472,2019-04-14 19:15:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1353671,2019-04-14 22:29:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1357665,2019-04-16 00:00:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1360834,2019-04-18 20:47:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1360854,2019-04-18 00:00:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1360853,2019-04-18 00:00:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1360875,2019-04-18 21:18:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1361965,2019-04-19 11:04:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1362272,2019-04-20 11:45:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1363501,2019-04-20 15:20:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1363543,2019-04-20 16:34:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1363823,2019-04-20 20:50:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1364454,2019-04-21 14:32:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1367282,2019-04-22 22:32:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1370001,2019-04-25 23:15:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1370066,2019-04-26 09:28:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1371032,2019-04-26 00:00:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1371245,2019-04-27 08:26:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1371374,2019-04-27 15:51:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1371601,2019-04-27 20:21:00,第六教学楼[出门],1,允许通过
1081,181081,男,18电气自动化,21758426,1371662,2019-04-27 21:48:00,第六教学楼[进门],1,允许通过
1081,181081,男,18电气自动化,21758426,1372032,2019-04-28 15:52:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1330975,2019-04-01 09:13:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1330977,2019-04-01 09:17:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1332388,2019-04-05 09:30:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1332408,2019-04-05 09:49:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1332532,2019-04-05 11:56:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1332566,2019-04-05 12:19:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1332565,2019-04-05 12:19:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1332811,2019-04-05 00:00:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1332841,2019-04-05 18:22:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1333186,2019-04-06 09:15:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1333319,2019-04-06 17:15:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1333458,2019-04-06 22:16:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1333462,2019-04-06 22:19:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1333574,2019-04-07 08:25:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1333692,2019-04-07 11:33:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1340476,2019-04-04 00:00:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1340483,2019-04-04 22:15:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1341875,2019-04-29 09:35:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1342065,2019-04-29 12:41:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1342404,2019-04-29 19:16:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1342744,2019-04-30 08:45:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1342747,2019-04-30 08:48:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1342968,2019-04-30 12:30:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1343326,2019-04-30 18:54:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1347619,2019-04-09 08:06:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1347624,2019-04-09 08:10:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1351199,2019-04-12 08:31:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1351201,2019-04-12 08:35:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1352388,2019-04-13 08:23:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1352392,2019-04-13 08:27:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1352583,2019-04-13 17:36:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1353249,2019-04-14 16:28:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1353369,2019-04-14 18:04:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1357517,2019-04-16 08:44:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1357519,2019-04-16 08:48:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1361064,2019-04-19 08:55:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1361070,2019-04-19 00:00:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1364090,2019-04-21 08:50:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1364093,2019-04-21 08:54:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1367443,2019-04-23 09:48:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1371271,2019-04-27 08:50:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1371412,2019-04-27 17:13:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1371426,2019-04-27 17:27:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1371823,2019-04-28 08:54:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1371826,2019-04-28 08:58:00,第六教学楼[进门],1,允许通过
1083,181083,男,18电气自动化,21230346,1371942,2019-04-28 11:35:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1372152,2019-04-28 18:13:00,第六教学楼[出门],1,允许通过
1083,181083,男,18电气自动化,21230346,1372173,2019-04-28 18:31:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1333137,2019-04-06 08:09:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1334054,2019-04-07 21:17:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1338875,2019-04-03 21:21:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1338989,2019-04-03 22:58:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1340405,2019-04-04 21:16:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1340538,2019-04-04 23:34:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1341773,2019-04-29 07:34:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1342505,2019-04-29 20:45:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1342537,2019-04-29 21:19:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1347545,2019-04-08 23:27:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1347831,2019-04-09 23:32:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1349959,2019-04-10 23:31:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1350957,2019-04-11 20:34:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1351149,2019-04-11 23:38:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1353398,2019-04-14 18:23:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1357713,2019-04-16 21:52:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1357806,2019-04-17 00:15:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1359803,2019-04-17 21:52:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1359906,2019-04-18 00:18:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1359960,2019-04-18 09:40:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1360904,2019-04-18 21:50:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1361016,2019-04-19 00:24:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1362012,2019-04-19 21:30:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1364057,2019-04-21 00:00:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1364879,2019-04-22 09:01:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1367352,2019-04-23 00:15:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1367549,2019-04-23 21:54:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1367656,2019-04-24 00:26:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1369054,2019-04-25 00:16:00,第六教学楼[进门],1,允许通过
1084,181084,男,18电气自动化,19841898,1371237,2019-04-27 00:00:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1371793,2019-04-28 08:07:00,第六教学楼[出门],1,允许通过
1084,181084,男,18电气自动化,19841898,1372301,2019-04-28 20:49:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1332014,2019-04-01 19:45:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1332194,2019-04-01 22:52:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1332292,2019-04-05 07:21:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1332734,2019-04-05 16:13:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1332923,2019-04-05 19:33:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1332987,2019-04-05 00:00:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1333771,2019-04-07 12:38:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1334048,2019-04-07 21:11:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1340239,2019-04-04 00:00:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1340495,2019-04-04 22:28:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1341507,2019-04-02 20:22:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1341998,2019-04-29 11:59:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1342436,2019-04-29 19:42:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1342683,2019-04-29 23:59:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1343345,2019-04-30 00:00:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1347092,2019-04-08 09:32:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1347690,2019-04-09 09:44:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1349723,2019-04-10 19:01:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1351074,2019-04-11 22:02:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1351229,2019-04-12 09:06:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1352795,2019-04-13 20:19:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1353273,2019-04-14 16:58:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1356953,2019-04-15 09:33:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1357562,2019-04-16 09:40:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1357699,2019-04-16 21:41:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1360789,2019-04-18 00:00:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1360918,2019-04-18 00:00:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1361097,2019-04-19 09:43:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1362125,2019-04-19 23:20:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1362336,2019-04-20 12:30:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1363699,2019-04-20 18:55:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1363774,2019-04-20 19:56:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1364067,2019-04-21 08:22:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1364914,2019-04-22 09:42:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1367436,2019-04-23 09:39:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1369913,2019-04-25 21:30:00,第六教学楼[出门],1,允许通过
1086,181086,男,18电气自动化,21712714,1369967,2019-04-25 22:32:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1371687,2019-04-27 22:17:00,第六教学楼[进门],1,允许通过
1086,181086,男,18电气自动化,21712714,1371901,2019-04-28 11:00:00,第六教学楼[出门],1,允许通过
1087,181087,男,18电气自动化,21226794,1330971,2019-04-01 00:00:00,第六教学楼[进门],1,允许通过
1087,181087,男,18电气自动化,21226794,1332054,2019-04-01 20:20:00,第六教学楼[出门],1,允许通过
1087,181087,男,18电气自动化,21226794,1332053,2019-04-01 20:20:00,第六教学楼[出门],1,允许通过
1087,181087,男,18电气自动化,21226794,1332078,2019-04-01 20:59:00,第六教学楼[进门],1,允许通过
1087,181087,男,18电气自动化,21226794,1332305,2019-04-05 07:54:00,第六教学楼[出门],1,允许通过
1087,181087,男,18电气自动化,21226794,1332796,2019-04-05 17:52:00,第六教学楼[进门],1,允许通过
1087,181087,男,18电气自动化,21226794,1333373,2019-04-06 20:24:00,第六教学楼[出门],1,允许通过
1087,181087,男,18电气自动化,21226794,1333413,2019-04-06 21:17:00,第六教学楼[进门],1,允许通过
1087,181087,男,18电气自动化,21226794,1334001,2019-04-07 20:33:00,第六教学楼[出门],1,允许通过
1087,181087,男,18电气自动化,21226794,1334053,2019-04-07 21:16:00,第六教学楼[进门],1,允许通过
1087,181087,男,18电气自动化,21226794,1338814,2019-04-03 20:14:00,第六教学楼[出门],1,允许通过
1087,181087,男,18电气自动化,21226794,1338843,2019-04-03 20:57:00,第六教学楼[进门],1,允许通过
1087,181087,男,18电气自动化,21226794,1341563,2019-04-02 21:26:00,第六教学楼[进门],1,允许通过
1087,181087,男,18电气自动化,21226794,1342171,2019-04-29 15:17:00,第六教学楼[出门],1,允许通过
1087,181087,男,18电气自动化,21226794,1343415,2019-04-30 00:00:00,第六教学楼[出门],1,允许通过
1087,181087,男,18电气自动化,21226794,1343456,2019-04-30 20:48:00,第六教学楼[进门],1,允许通过
