顾客编号,1月消费总额,2月消费总额,3月消费总额,4月消费总额,1月消费天数,2月消费天数,3月消费天数,4月消费天数
446,37.2,0.0,0.0,0.0,4,0,0,0
447,14.8,0.0,27.644060000000003,86.28964,2,0,3,10
448,10.9,0.0,0.0,0.0,1,0,0,0
449,17.1,0.0,0.0,0.0,3,0,0,0
450,27.200000000000003,0.0,372.0286,49.921040000000005,2,0,35,8
451,37.050200000000004,0.0,0.0,0.0,5,0,0,0
452,19.9,0.0,0.0,0.0,1,0,0,0
453,81.97934000000001,95.61616000000001,139.82272000000003,46.98224,9,7,7,8
454,106.62240000000001,213.86517999999998,75.61587999999999,456.12427999999994,21,29,13,61
455,21.8,0.0,0.0,0.0,1,0,0,0
456,78.0,54.9,0.0,0.0,1,1,0,0
457,30.09008,0.0,52.050399999999996,0.0,5,0,5,0
458,46.2994,72.03328,0.0,0.0,7,10,0,0
459,96.1024,11.9,0.0,41.64502,14,2,0,9
460,90.6,0.0,0.0,0.0,4,0,0,0
461,180.9642,189.23374,288.99523999999997,188.15728000000001,26,34,48,22
462,29.4,0.0,0.0,0.0,3,0,0,0
463,76.9,0.0,0.0,0.0,1,0,0,0
464,151.97376,0.0,176.50974000000002,296.60404,23,0,20,17
465,51.02624,113.22696,0.0,49.416880000000006,8,9,0,5
466,221.91360000000003,86.064,38.389199999999995,28.900000000000002,18,9,2,3
467,88.60000000000001,0.0,0.0,0.0,4,0,0,0
468,101.06384,0.0,0.0,0.0,13,0,0,0
469,109.56644,89.16040000000001,301.07456,0.0,23,8,22,0
470,43.5028,77.8,0.0,50.9,7,4,0,1
471,116.34920000000002,0.0,0.0,0.0,16,0,0,0
472,28.799999999999997,80.7,0.0,0.0,7,3,0,0
473,54.94776,0.0,0.0,0.0,3,0,0,0
474,221.56488000000007,90.97869999999999,9.5,138.24928000000003,23,14,3,17
475,4.30368,0.0,0.0,0.0,3,0,0,0
476,53.39972,11.367920000000002,74.77608000000002,41.64596,16,2,18,8
477,80.18576,0.0,0.0,0.0,11,0,0,0
478,26.2234,0.0,0.0,0.0,8,0,0,0
479,44.4,0.0,0.0,0.0,7,0,0,0
480,13.2,23.95068,74.69999999999999,0.0,6,3,9,0
481,47.1,0.0,65.6,0.0,4,0,13,0
482,104.91148,57.70792,23.2758,0.0,17,13,6,0
483,37.65544,99.38380000000002,263.27044,30.13404,3,15,26,4
484,136.41984000000002,155.67456,296.11152000000004,131.51984000000002,17,11,32,21
485,31.730719999999998,118.20324,0.0,0.0,3,13,0,0
486,167.66892,0.0,0.0,0.0,4,0,0,0
487,59.37236,117.07468000000003,156.37256000000005,28.438919999999996,12,18,22,5
488,75.84596,10.3,0.0,50.7,9,1,0,3
489,33.369719999999994,0.0,101.03564,0.0,10,0,5,0
490,29.700000000000003,142.8416,0.0,0.0,4,5,0,0
491,36.1088,0.0,0.0,65.7452,3,0,0,7
492,70.6632,0.0,203.24779999999998,0.0,5,0,12,0
493,26.216,0.0,0.0,0.0,3,0,0,0
494,25.3848,0.0,0.0,0.0,2,0,0,0
495,21.779999999999998,32.67344,0.0,0.0,3,2,0,0
496,133.8,0.0,222.8,0.0,2,0,2,0
497,174.68444000000005,94.40700000000001,29.764999999999997,22.69656,26,19,12,5
498,31.799999999999997,91.0,0.0,0.0,2,7,0,0
499,121.70000000000002,26.6,0.0,161.8,12,3,0,24
500,82.402,0.0,0.0,0.0,4,0,0,0
501,60.70000000000001,96.4616,35.67124000000001,44.833760000000005,6,10,4,6
502,48.22,0.0,0.0,0.0,3,0,0,0
503,67.45544000000001,0.0,0.0,0.0,14,0,0,0
504,20.3416,0.0,0.0,0.0,3,0,0,0
505,17.44948,0.0,0.0,0.0,2,0,0,0
506,105.6646,59.05464,0.0,101.98928,18,12,0,13
507,154.88400000000004,98.85948,108.0,0.0,17,12,11,0
508,133.27996000000002,0.0,0.0,0.0,16,0,0,0
509,400.42184000000003,99.7,150.23952,118.294,27,5,12,17
510,49.190400000000004,0.0,0.0,69.91834,4,0,0,4
511,45.0,0.0,0.0,116.20032,5,0,0,8
512,130.0584,65.03659999999999,83.54080000000002,0.0,14,14,12,0
513,95.5,136.0,0.0,45.1,5,1,0,5
514,39.04096,0.0,0.0,0.0,6,0,0,0
515,72.04487999999999,0.0,222.63104,0.0,9,0,24,0
516,71.76492,212.34334000000004,0.0,0.0,14,34,0,0
517,27.799999999999997,17.8,26.9,0.0,3,2,1,0
518,125.5,0.0,0.0,0.0,6,0,0,0
519,129.60000000000002,0.0,77.8,0.0,16,0,12,0
520,178.4,428.1,0.0,0.0,9,7,0,0
521,71.35992,0.0,0.0,0.0,10,0,0,0
522,117.2,70.69999999999999,212.20000000000002,0.0,7,3,14,0
523,121.20600000000002,0.0,0.0,0.0,14,0,0,0
524,201.17072000000002,44.8,133.7108,0.0,25,3,12,0
525,54.0656,0.0,27.764000000000003,0.0,8,0,3,0
526,616.5999999999999,0.0,0.0,0.0,30,0,0,0
527,149.89999999999998,0.0,43.4,13.23936,16,0,5,2
528,53.55788,0.0,0.0,0.0,8,0,0,0
529,60.829440000000005,40.60976,0.0,0.0,9,6,0,0
530,4.69704,10.150400000000001,21.55012,0.0,2,2,2,0
531,62.22112,139.4,0.0,0.0,7,11,0,0
532,114.5,96.6,90.9,0.0,14,10,7,0
533,190.03329999999997,222.13840000000002,19.8,69.53752,14,9,2,13
534,29.7,0.0,0.0,19.6,6,0,0,3
535,146.20000000000002,0.0,0.0,0.0,3,0,0,0
536,26.9,0.0,0.0,0.0,1,0,0,0
537,78.64840000000001,0.0,38.08068,0.0,4,0,10,0
538,21.42256,357.06519999999995,260.44719999999995,0.0,3,13,18,0
539,209.39612,207.24200000000002,0.0,0.0,7,15,0,0
540,30.37728,0.0,0.0,0.0,2,0,0,0
541,19.3,0.0,0.0,0.0,1,0,0,0
542,149.96224,160.54388,20.01848,187.74480000000003,15,21,6,25
543,25.9,32.7952,0.0,0.0,1,2,0,0
544,11.3,0.0,0.0,0.0,1,0,0,0
545,69.08,0.0,0.0,0.0,7,0,0,0
546,53.81032,59.756400000000006,35.227999999999994,0.0,4,12,3,0
547,171.87076,0.0,225.16696,356.13489999999985,24,0,39,26
548,53.01,63.23359999999999,127.144,191.72000000000003,7,11,16,27
549,56.580000000000005,52.3,0.0,0.0,8,12,0,0
550,86.5,0.0,0.0,0.0,2,0,0,0
551,277.03640000000007,0.0,131.7,83.61212,35,0,10,13
552,74.1328,0.0,0.0,0.0,7,0,0,0
553,226.67176,327.40884,229.71792000000002,279.52380000000005,38,44,29,27
554,177.27422,98.58464000000001,165.23278000000005,57.68451999999999,32,23,28,11
555,55.0,0.0,0.0,0.0,2,0,0,0
556,379.36391999999995,150.72776000000005,0.0,0.0,32,19,0,0
557,31.6,80.69999999999999,0.0,0.0,2,3,0,0
558,59.497400000000006,0.0,0.0,0.0,10,0,0,0
559,52.44644,57.55224,0.0,0.0,9,3,0,0
560,142.41754,0.0,0.0,0.0,21,0,0,0
561,35.71792,0.0,0.0,0.0,7,0,0,0
562,2.9,122.06736000000004,18.9,4.21836,2,20,1,2
563,203.03468000000004,145.333,155.45468000000002,102.10951999999999,33,21,24,20
564,62.8246,0.0,75.9,0.0,11,0,2,0
565,31.4,0.0,0.0,0.0,6,0,0,0
566,51.8,122.07256000000001,0.0,126.49999999999999,4,12,0,10
567,18.602,0.0,0.0,0.0,1,0,0,0
568,38.8,206.8,0.0,0.0,5,4,0,0
569,3.0,49.5412,80.3152,11.5896,1,8,12,3
570,210.8028,0.0,0.0,0.0,6,0,0,0
571,79.4316,0.0,0.0,0.0,4,0,0,0
572,28.551479999999998,5.37848,0.0,89.02272,6,2,0,14
573,221.93532000000002,164.66960000000003,104.9,36.0,10,22,2,1
574,36.60726,0.0,0.0,0.0,8,0,0,0
575,157.028,68.43812,0.0,0.0,11,11,0,0
576,63.72264,31.4754,13.815999999999999,0.0,10,7,3,0
577,38.33212,0.0,0.0,0.0,3,0,0,0
578,129.7286,0.0,27.929560000000002,58.128640000000004,9,0,9,16
579,65.5,32.50252,0.0,0.0,5,5,0,0
580,9.2,0.0,0.0,0.0,2,0,0,0
581,28.487600000000004,17.6,42.699999999999996,6.8,7,2,3,2
582,29.9,0.0,0.0,87.0,1,0,0,10
583,7.9,0.0,0.0,0.0,1,0,0,0
584,65.79104000000001,0.0,0.0,0.0,8,0,0,0
585,3.2874800000000004,0.0,0.0,0.0,1,0,0,0
586,109.9,0.0,0.0,0.0,1,0,0,0
587,51.698800000000006,61.24412000000001,0.0,0.0,5,9,0,0
588,128.68,0.0,156.94,0.0,15,0,11,0
589,139.32396000000003,0.0,0.0,0.0,14,0,0,0
590,126.14828000000001,52.599999999999994,46.199999999999996,75.048,9,10,7,13
591,77.802,0.0,80.58048,105.20532000000001,15,0,11,21
592,127.54682000000003,220.83928000000003,222.36836000000005,45.0,22,39,38,6
593,24.5376,41.08748,55.38416,56.25192000000001,7,14,11,10
594,147.98416,0.0,0.0,0.0,24,0,0,0
595,40.81604000000001,150.60000000000002,0.0,0.0,9,4,0,0
596,125.87496,224.1098,0.0,0.0,9,14,0,0
597,154.01214000000002,24.005440000000004,64.34400000000001,76.25160000000001,12,3,8,9
598,66.24,0.0,0.0,58.1368,8,0,0,12
599,63.699999999999996,81.97656,0.0,53.60134000000001,2,7,0,12
600,50.8,100.60000000000001,11.899999999999999,0.0,5,15,3,0
601,212.4676,15.76292,20.1,82.32690000000001,9,7,2,17
602,66.4002,0.0,0.0,0.0,9,0,0,0
603,65.6399,0.0,0.0,0.0,5,0,0,0
604,115.96289999999999,17.18472,113.81380000000001,173.30590000000004,9,4,14,18
605,46.92659999999999,0.0,0.0,0.0,7,0,0,0
606,10.354720000000002,0.0,0.0,0.0,4,0,0,0
607,118.48443999999999,0.0,0.0,0.0,8,0,0,0
608,469.2,0.0,89.80000000000001,0.0,2,0,5,0
609,135.25616000000002,167.6815599999999,418.55743999999993,291.44028000000003,21,19,38,39
610,60.4,63.06127999999999,11.428640000000001,0.0,5,7,7,0
611,33.120000000000005,0.0,0.0,0.0,5,0,0,0
612,63.1528,0.0,0.0,0.0,4,0,0,0
613,96.0,412.7758,0.0,0.0,1,11,0,0
614,103.39456000000001,152.7504,129.5148,165.52936000000003,18,15,14,21
615,51.659200000000006,18.700000000000003,9.1,15.8,7,2,3,3
616,100.10000000000001,112.75004000000003,0.0,0.0,5,11,0,0
617,90.41220000000001,25.63168,0.0,76.65744000000001,11,4,0,17
618,28.655,0.0,0.0,0.0,2,0,0,0
619,159.50000000000003,277.716,411.86640000000006,73.7,19,19,21,8
620,133.00924,0.0,85.52832000000001,0.0,9,0,12,0
621,238.1993400000001,110.5258,52.02272,0.0,36,14,7,0
622,132.9,0.0,0.0,98.7,16,0,0,10
623,19.418879999999998,0.0,41.099999999999994,10.5662,4,0,7,3
624,27.24954,0.0,37.33288,0.0,9,0,8,0
625,108.2851,0.0,62.495999999999995,0.0,17,0,12,0
626,26.9564,187.64731999999998,144.12364000000002,77.78384,3,12,6,9
627,36.379999999999995,208.22376,17.23108,98.87135999999998,4,8,7,11
628,261.6,299.09999999999997,0.0,0.0,23,21,0,0
629,50.72204000000001,0.0,291.1008,0.0,9,0,12,0
630,117.00000000000001,57.2,0.0,0.0,30,15,0,0
631,16.8592,0.0,0.0,0.0,3,0,0,0
632,28.1,0.0,0.0,0.0,3,0,0,0
633,18.5,0.0,0.0,0.0,4,0,0,0
634,133.04632,35.54124,0.0,0.0,12,5,0,0
635,176.40000000000003,0.0,0.0,0.0,12,0,0,0
636,54.099999999999994,0.0,149.39999999999998,130.7272,5,0,3,15
637,90.62058000000002,0.0,68.05199999999999,103.86624,18,0,5,16
638,8.8,0.0,0.0,0.0,3,0,0,0
639,35.49968,0.0,0.0,0.0,5,0,0,0
640,43.656,0.0,58.81648,30.299999999999997,6,0,9,6
641,14.8,0.0,0.0,0.0,2,0,0,0
642,126.00748,65.4,151.10032,128.48736000000002,26,10,19,29
643,31.769000000000002,0.0,0.0,0.0,6,0,0,0
644,109.2164,4.4352,87.77192,173.18983999999998,14,2,18,25
645,7.199999999999999,95.29999999999998,0.0,5.5,2,5,0,2
646,27.6,113.73831999999999,29.1444,62.10000000000001,2,12,5,5
647,94.22682,31.89824,0.0,21.192080000000004,11,5,0,3
648,27.757839999999998,0.0,0.0,0.0,3,0,0,0
649,14.01584,0.0,0.0,0.0,4,0,0,0
650,17.355839999999997,0.0,50.606399999999994,52.116,3,0,11,6
651,31.51712,68.87496,188.53648000000004,0.0,3,14,15,0
652,24.3,0.0,0.0,0.0,2,0,0,0
653,18.9,0.0,0.0,0.0,1,0,0,0
654,9.9,477.5,0.0,0.0,1,5,0,0
655,22.9,0.0,0.0,0.0,1,0,0,0
656,118.05508000000002,0.0,40.278319999999994,0.0,7,0,3,0
657,11.9714,0.0,0.0,183.19096000000002,1,0,0,21
658,246.56478,16.4,75.5316,128.51839999999999,25,2,9,21
659,64.31960000000001,0.0,0.0,25.81364,2,0,0,3
660,108.37107999999999,290.2706799999999,0.0,0.0,4,17,0,0
661,32.05895999999999,83.92116,9.81676,63.72896,5,13,3,12
662,171.59504000000004,0.0,0.0,0.0,13,0,0,0
663,16.69212,0.0,0.0,0.0,3,0,0,0
664,19.5,0.0,41.4,149.66976000000003,3,0,4,15
665,98.6,58.8,0.0,10.9,6,1,0,1
666,108.57692000000002,434.2323999999999,240.55872,198.93936000000002,15,52,14,17
667,144.03436,0.0,0.0,0.0,11,0,0,0
668,48.25377999999999,9.9664,45.705600000000004,0.0,9,3,6,0
669,188.82828,0.0,0.0,156.4773,22,0,0,15
670,209.46824000000004,37.6,0.0,0.0,14,2,0,0
671,31.9,15.600000000000001,0.0,0.0,3,2,0,0
672,100.1038,0.0,0.0,0.0,13,0,0,0
673,117.15815999999998,0.0,26.9,38.679460000000006,8,0,2,4
674,148.8,0.0,0.0,0.0,2,0,0,0
675,89.13244000000002,278.81716,0.0,46.93068,10,36,0,6
676,76.68288000000003,9.7,30.94952,61.0858,15,3,7,10
677,276.51004,355.57120000000003,5.3,30.675759999999997,19,19,1,7
678,72.3464,0.0,0.0,21.136640000000007,4,0,0,2
679,14.49208,0.0,0.0,31.300000000000004,2,0,0,4
680,39.699999999999996,61.699999999999996,0.0,0.0,3,10,0,0
681,82.07799999999999,7.68,0.0,0.0,14,2,0,0
682,162.87592,48.56064,486.25874000000005,34.4154,10,10,31,4
683,36.50655999999999,6.811399999999999,13.72,27.59996,5,4,2,5
684,57.599639999999994,164.524,59.599999999999994,31.437520000000003,11,21,3,6
685,24.9,0.0,0.0,0.0,2,0,0,0
686,68.924,0.0,0.0,0.0,6,0,0,0
687,91.2128,296.1,0.0,0.0,16,12,0,0
688,73.8,0.0,0.0,0.0,2,0,0,0
689,61.3472,0.0,53.52494,155.27694000000002,9,0,8,14
690,56.7,0.0,0.0,0.0,3,0,0,0
691,72.2536,0.0,0.0,0.0,9,0,0,0
692,19.65192,0.0,0.0,0.0,3,0,0,0
693,61.2,24.8,12.84,0.0,3,3,1,0
694,24.62,0.0,0.0,9.9,6,0,0,1
695,19.9,0.0,0.0,0.0,1,0,0,0
696,47.0776,0.0,0.0,0.0,13,0,0,0
697,88.2896,0.0,78.5,45.5,8,0,5,3
698,115.75179999999999,148.36648,294.84152000000006,76.06187999999999,9,14,36,9
699,72.0,0.0,0.0,0.0,1,0,0,0
700,94.81,0.0,0.0,0.0,4,0,0,0
701,12.9,0.0,34.8,0.0,1,0,1,0
702,49.28428,0.0,0.0,0.0,7,0,0,0
703,11.17344,0.0,0.0,0.0,1,0,0,0
704,65.9,0.0,14.600000000000001,46.330799999999996,2,0,2,4
705,55.67759999999999,0.0,0.0,0.0,1,0,0,0
706,52.71456,203.40640000000002,0.0,129.06436000000002,6,7,0,18
707,3.3,0.0,0.0,0.0,1,0,0,0
708,59.609440000000006,0.0,0.0,0.0,8,0,0,0
709,85.91587999999999,0.0,0.0,0.0,9,0,0,0
710,90.2,0.0,0.0,0.0,9,0,0,0
711,211.04520000000002,0.0,0.0,0.0,16,0,0,0
712,53.0,0.0,0.0,50.34927999999999,7,0,0,4
713,54.1432,0.0,0.0,29.530120000000004,13,0,0,2
714,10.0,12.628499999999999,0.0,0.0,1,5,0,0
715,26.7,0.0,0.0,0.0,6,0,0,0
716,57.5,689.4599599999999,0.0,64.9932,12,54,0,8
717,52.4,0.0,0.0,0.0,2,0,0,0
718,89.54032000000001,48.90000000000001,309.59248,16.661640000000002,17,2,4,4
719,32.6,0.0,0.0,108.52000000000001,6,0,0,3
720,23.403200000000002,0.0,0.0,0.0,3,0,0,0
721,77.59728,0.0,0.0,43.62572,13,0,0,9
722,66.80964,34.912400000000005,19.131999999999998,0.0,15,10,5,0
723,81.27848,0.0,0.0,0.0,11,0,0,0
724,100.94376,0.0,0.0,0.0,6,0,0,0
725,24.31832,0.0,0.0,0.0,4,0,0,0
726,41.9,307.79712,0.0,0.0,2,40,0,0
727,45.85032,0.0,0.0,28.1316,7,0,0,4
728,28.9,0.0,0.0,46.90304,2,0,0,11
729,110.74535999999999,284.38903999999997,31.70016,153.18012000000002,18,26,6,17
730,174.903,0.0,274.58136,398.16956,12,0,20,40
731,7.012,41.044639999999994,30.007700000000003,33.76146,2,18,7,9
732,162.25664,34.5826,56.76256,253.02528000000004,29,8,11,29
733,94.64656000000001,103.91100000000002,107.37376,154.45148,12,16,10,20
734,21.79864,0.0,0.0,0.0,11,0,0,0
735,51.23612,0.0,0.0,0.0,5,0,0,0
736,91.04804,36.7,82.72592,47.0,7,2,9,1
737,113.79287999999998,0.0,0.0,0.0,7,0,0,0
738,46.60719999999999,27.0,16.0,0.0,5,2,1,0
739,25.8,308.43247999999994,0.0,0.0,3,14,0,0
740,6.00064,79.81716,21.4354,100.46575999999999,1,8,5,12
741,54.412,33.16216,0.0,16.4816,4,8,0,3
742,53.03392,0.0,0.0,0.0,7,0,0,0
743,56.4,18.9,0.0,0.0,5,2,0,0
744,21.77444,0.0,0.0,0.0,6,0,0,0
745,232.80620000000005,111.7372,0.0,188.49648,22,5,0,6
746,677.31288,0.0,0.0,90.54596000000001,19,0,0,5
747,118.9,0.0,0.0,0.0,8,0,0,0
748,33.8,128.8,0.0,52.4,4,4,0,6
749,122.17087999999998,0.0,0.0,0.0,18,0,0,0
750,176.38656,67.45728000000001,0.0,51.5144,21,9,0,6
751,45.12064000000001,0.0,0.0,223.00000000000003,5,0,0,15
752,117.28696000000001,207.45952,177.10089999999997,119.8942,6,17,11,16
753,35.79248,20.232,0.0,79.59464,6,3,0,9
754,73.45568,19.860400000000002,0.0,148.76616,15,4,0,9
755,53.95368,0.0,65.044,42.599999999999994,10,0,4,7
756,131.66752,0.0,0.0,0.0,8,0,0,0
757,38.603280000000005,31.6264,41.31484,0.0,6,10,9,0
758,318.2060000000001,323.17859999999996,283.72678000000013,170.30409999999998,45,42,43,20
759,35.1,0.0,0.0,44.5,4,0,0,7
760,23.838,0.0,0.0,0.0,4,0,0,0
761,14.95072,51.910360000000004,321.97432,66.2992,7,9,21,6
762,9.70672,0.0,0.0,0.0,5,0,0,0
763,125.548,227.76768000000004,225.82808000000003,195.43668,12,30,28,25
764,50.099999999999994,0.0,0.0,56.0,7,0,0,6
765,33.1836,0.0,0.0,38.4,4,0,0,9
766,39.450799999999994,0.0,68.9323,182.39028000000002,6,0,12,25
767,18.64488,0.0,0.0,0.0,5,0,0,0
768,40.01368,0.0,0.0,0.0,9,0,0,0
769,40.181160000000006,55.45648,199.66220000000004,100.31418,8,13,25,17
770,88.6804,48.699999999999996,173.72000000000003,149.30144,2,3,11,8
771,17.425440000000002,0.0,0.0,0.0,6,0,0,0
772,41.973040000000005,0.0,0.0,0.0,11,0,0,0
773,13.0,69.70048,19.1,11.744,2,8,3,3
774,218.9,107.49999999999999,0.0,30.531360000000003,3,7,0,6
775,15.6,0.0,0.0,0.0,2,0,0,0
776,16.9931,0.0,0.0,0.0,2,0,0,0
777,38.82,0.0,8.9,24.62,3,0,1,4
778,11.0,0.0,0.0,0.0,2,0,0,0
779,58.46288,0.0,51.053439999999995,9.493039999999999,6,0,3,2
780,95.54432,16.9,167.00584,29.235200000000003,8,1,14,5
781,25.166000000000004,0.0,0.0,0.0,6,0,0,0
782,32.92,631.1999999999999,137.27388000000002,75.76599999999999,3,5,14,5
783,63.66100000000001,46.95112,251.51204,270.43214000000006,18,5,35,31
784,42.4,0.0,0.0,0.0,4,0,0,0
785,168.38624000000002,63.5514,46.888000000000005,39.99999999999999,15,15,6,7
786,43.0802,82.86400000000002,0.0,69.07719999999999,3,5,0,9
787,136.66,121.95,141.514,64.8,10,6,12,3
788,80.92116000000001,0.0,0.0,97.03452000000001,13,0,0,10
789,110.39291999999999,0.0,102.4,0.0,6,0,4,0
790,103.13256,0.0,0.0,0.0,16,0,0,0
791,209.81956000000002,0.0,54.00112,180.54432000000003,16,0,6,20
792,61.46928,189.07324,195.23584,34.8,7,7,8,1
793,26.100800000000003,0.0,0.0,0.0,3,0,0,0
794,82.56868,0.0,0.0,0.0,4,0,0,0
795,52.365199999999994,10.7,6.7,0.0,9,3,1,0
796,206.50575999999998,614.0047199999997,133.2,163.94316000000003,17,59,3,22
797,47.99999999999999,0.0,0.0,60.5,7,0,0,8
798,2.96058,0.0,0.0,0.0,1,0,0,0
799,45.91764,0.0,0.0,0.0,6,0,0,0
800,44.39176,18.9,0.0,0.0,7,1,0,0
801,43.288199999999996,0.0,44.1104,0.0,10,0,4,0
802,26.5,0.0,0.0,0.0,4,0,0,0
803,84.10000000000001,430.4704799999999,39.5368,187.371,11,32,6,10
804,131.47668000000002,0.0,154.96440000000004,62.84152,25,0,25,7
805,47.08552000000001,139.63508,57.279999999999994,121.38224000000002,9,22,5,16
806,25.9,0.0,0.0,0.0,5,0,0,0
807,36.22308000000001,0.0,0.0,0.0,11,0,0,0
808,19.338,0.0,36.135999999999996,49.46476,3,0,4,10
809,103.11667999999999,58.92448,0.0,0.0,13,8,0,0
810,77.3,0.0,0.0,0.0,6,0,0,0
811,37.94608,87.84296,74.084,17.99088,5,11,12,3
812,41.4,98.88736,0.0,0.0,9,12,0,0
813,6.740760000000001,0.0,0.0,0.0,1,0,0,0
814,13.4148,224.89872000000003,0.0,93.3,4,27,0,16
815,10.40544,0.0,0.0,0.0,3,0,0,0
816,119.31111999999999,53.188880000000005,0.0,99.42400000000002,4,8,0,10
817,68.84855999999999,0.0,0.0,0.0,2,0,0,0
818,30.414,67.3768,0.0,0.0,9,13,0,0
819,26.7,270.25304,160.24084000000002,276.46652000000006,4,24,16,21
820,20.8056,0.0,11.968000000000002,0.0,4,0,1,0
821,23.68,0.0,0.0,0.0,3,0,0,0
822,19.67648,0.0,0.0,0.0,3,0,0,0
823,113.85535999999999,0.0,0.0,0.0,11,0,0,0
824,102.64920000000001,0.0,29.8,0.0,12,0,2,0
825,119.72,0.0,0.0,0.0,8,0,0,0
826,46.25328,3.9,0.0,0.0,5,1,0,0
827,167.34528000000006,0.0,83.43296000000001,0.0,21,0,16,0
828,5.9,0.0,0.0,0.0,2,0,0,0
829,11.1,0.0,0.0,0.0,2,0,0,0
830,23.0,0.0,0.0,0.0,2,0,0,0
831,115.52783999999997,0.0,0.0,0.0,18,0,0,0
832,154.69164,0.0,0.0,0.0,22,0,0,0
833,137.89468000000002,154.11664000000002,16.856279999999998,53.9,10,9,2,2
834,454.2818399999999,439.00796,473.9303199999998,52.84892000000001,29,48,51,7
835,52.185359999999996,92.26234,204.33826000000005,107.38936000000002,13,19,38,20
836,103.05959999999999,319.35676,0.0,185.67007999999998,17,25,0,10
837,230.04800000000003,0.0,0.0,0.0,12,0,0,0
838,29.412440000000004,0.0,53.7846,0.0,6,0,5,0
839,558.4407999999997,28.2,132.808,0.0,32,3,3,0
840,61.1344,0.0,0.0,0.0,7,0,0,0
841,914.7271599999997,0.0,0.0,0.0,27,0,0,0
842,34.504,203.95248000000004,74.53999999999999,316.5093,6,23,3,25
843,97.03962,0.0,168.16244,122.16029999999999,20,0,25,20
844,45.6449,0.0,0.0,37.6,7,0,0,3
845,54.96794,57.12429999999999,399.3,13.5794,14,9,21,4
846,36.9,93.6,45.6,86.3,1,6,3,7
847,329.9864,166.41816000000006,194.21919999999997,264.3164,25,23,18,29
848,23.60852,0.0,0.0,0.0,5,0,0,0
849,92.69999999999999,276.71704,180.71808,24.9,2,18,13,1
850,18.75008,0.0,0.0,0.0,3,0,0,0
851,60.2512,0.0,23.88288,34.7466,13,0,8,6
852,53.599999999999994,0.0,0.0,0.0,2,0,0,0
853,82.7508,79.01820000000001,260.8068400000001,64.47999999999999,7,11,21,9
854,31.9,20.3,0.0,0.0,3,2,0,0
855,56.1,0.0,0.0,0.0,5,0,0,0
856,27.024919999999998,0.0,0.0,0.0,9,0,0,0
857,75.2553,237.5,48.15742,44.188,13,7,10,8
858,77.2,0.0,49.696239999999996,0.0,12,0,13,0
859,131.33875999999998,27.36326,0.0,0.0,17,3,0,0
860,18.0,138.3544,0.0,0.0,3,15,0,0
861,153.82028,0.0,0.0,0.0,17,0,0,0
862,26.216720000000002,97.60399999999998,64.47104,0.0,4,14,15,0
863,36.6,60.49999999999999,0.0,0.0,4,5,0,0
864,26.6,0.0,0.0,0.0,4,0,0,0
865,72.36304000000001,122.17152000000003,0.0,0.0,10,12,0,0
866,94.02000000000001,440.55232,110.64399999999999,162.91244,4,17,9,22
867,102.69999999999999,0.0,0.0,44.46972,7,0,0,6
868,275.31428,0.0,0.0,0.0,13,0,0,0
869,29.6,0.0,0.0,0.0,4,0,0,0
870,13.6,0.0,0.0,10.8,2,0,0,1
871,64.10000000000001,77.11516,463.75344000000007,250.89024,3,11,16,20
872,27.829199999999997,0.0,0.0,0.0,5,0,0,0
873,49.9,0.0,12.09224,0.0,1,0,2,0
874,11.19378,0.0,144.79932000000002,90.04244000000001,1,0,8,10
875,75.52556,0.0,0.0,191.95656000000002,6,0,0,15
876,97.77604000000001,0.0,0.0,0.0,11,0,0,0
877,18.203120000000002,0.0,179.49368,129.08712,5,0,11,26
878,102.73616000000003,0.0,36.044999999999995,28.32934,14,0,9,6
879,79.5504,40.4692,0.0,132.65248000000003,8,2,0,10
880,50.3027,7.0,0.0,0.0,5,2,0,0
881,101.29012,12.62832,5.5,31.551,9,2,3,7
882,20.942239999999998,0.0,0.0,0.0,7,0,0,0
883,148.52896,0.0,0.0,11.4,12,0,0,2
884,58.413599999999995,0.0,0.0,0.0,6,0,0,0
885,38.283,0.0,25.38336,0.0,4,0,5,0
886,7.98,7.4907200000000005,11.2788,28.05716,1,2,3,6
887,58.8,153.14240000000004,115.18376,0.0,1,20,9,0
888,28.581999999999997,0.0,0.0,0.0,3,0,0,0
889,76.0,349.20000000000005,77.5488,0.0,1,7,2,0
890,21.200000000000003,0.0,0.0,0.0,2,0,0,0
891,15.627999999999998,0.0,52.50132,0.0,4,0,8,0
892,148.67526000000004,0.0,0.0,0.0,13,0,0,0
893,38.94984,23.95128,14.8,0.0,5,8,2,0
894,28.04484,32.3,0.0,51.592439999999996,6,3,0,4
895,5.05612,0.0,0.0,0.0,2,0,0,0
896,227.66316,0.0,0.0,0.0,19,0,0,0
897,118.84048000000001,0.0,76.3792,0.0,19,0,14,0
898,28.463,0.0,52.390719999999995,0.0,4,0,6,0
899,23.3,0.0,0.0,45.6,1,0,0,2
900,187.89589999999998,39.8,36.0056,0.0,15,4,7,0
901,24.5704,0.0,19.68112,0.0,4,0,4,0
902,12.68184,14.029319999999998,27.94948,0.0,5,5,4,0
903,56.9,29.5488,0.0,0.0,8,7,0,0
904,25.638119999999997,0.0,0.0,0.0,7,0,0,0
905,396.80999999999995,0.0,0.0,0.0,9,0,0,0
906,17.8,0.0,120.60108,0.0,2,0,15,0
